Дистр.,Привязка в CRM,Значение привязки в CRM,Клиент,ИНН клиента,Регион,Город,Улица,Информация из CRM по ИНН наименование АС,Информация из CRM по ИНН КАМ АС,Информация из CRM Наименование ЕА,Информация из CRM МП ЕА,Регион МП,Регион в CRM по области аптеки
Фармкомплект,5916027419_b030919ad9460dfaecefcffeed765095,"Нытва-Фарм ООО, г.Воткинск, ул.Кирова,78; 5916027419; 427440, Удмуртская Респ, Воткинск г, Кирова ул, дом № 78; 5916027419_b030919ad9460dfaecefcffeed765095",ОПЕКА Нытва-Фарм ООО г.Ижевск,5916027419,Удмуртская респ.,Удмуртия (Ижевск),"427440, Удмуртская Респ, Воткинск г, Кирова ул, дом № 78",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Верхнее Поволжье
Агроресурсы,511462.00,"АЛЕКС МЕД ООО, г.Оренбург, ул.Мусы Джалиля, д.6; Оренбургская обл; Оренбург г; ул. Мусы Джалиля, д. №6, помещение 7М; 511462.00; 5612161733","АЛЕКС МЕД ООО, г.Оренбург, ул.Мусы Джалиля, д.6",5612161733,Оренбургская обл.,Оренбург г,"ул. Мусы Джалиля, д. №6, помещение 7М",АС ЛПУ НПФО,Романовская Людмила,Нет в CRM,Нет в CRM,Нет в CRM,Нижнее Поволжье
Здравсервис,578424,"578424; 7715427682; ООО ""БРИНФАРМ М"" (ул. Чкалова, д. 3); Область Московская р-н Красногорский, г Красногорск, рп Нахабино, ул Чкалова, д.3, встроенное помещение (Аптека) №VII","ООО ""БРИНФАРМ М"" (ул. Чкалова, д. 3)",7715427682,МОСКВА,Нет в CRM,"Область Московская р-н Красногорский, г Красногорск, рп Нахабино, ул Чкалова, д.3, встроенное помещение (Аптека) №VII",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,578448,"578448; 5902834187; ООО ""РЕОН"" (Долгопрудный, Ракетостроителей пр-кт, 1 пом. 3); Область Московская, г Долгопрудный, пр-кт Ракетостроителей, д.1, пом. 3","ООО ""РЕОН"" (Долгопрудный, Ракетостроителей пр-кт, 1 пом. 3)",5902834187,Московская обл.,Нет в CRM,"Область Московская, г Долгопрудный, пр-кт Ракетостроителей, д.1, пом. 3",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,578507,"578507; 7722710108; ООО ""Парус"" (ул. Свободы, д.71); Г. Москва, ул. Свободы, д.71","ООО ""Парус"" (ул. Свободы, д.71)",7722710108,МОСКВА,Нет в CRM,"Г. Москва, ул. Свободы, д.71",АС ТРИКА,Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,578524,"578524; 7709068298; ООО ""Аптечная сеть Оз"" мскАпт 1500; 117279, г. Москва, муниципальный округ Коньково, ул. Введенского, д. 24б","ООО ""Аптечная сеть Оз"" мскАпт 1500",7709068298,-,Нет в CRM,"117279, г. Москва, муниципальный округ Коньково, ул. Введенского, д. 24б",АС РИГЛА,Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,578525,"578525; 7714395678; ООО ""ПарусИнвест"" (Щелково  г, Ленина  пл, дом № 1); Московская обл, Щелково  г, Ленина  пл, дом № 1","ООО ""ПарусИнвест"" (Щелково  г, Ленина  пл, дом № 1)",7714395678,-,Нет в CRM,"Московская обл, Щелково  г, Ленина  пл, дом № 1",АС еАптека,Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,578544,"578544; 5008036897; ООО ""Ригла-МО"" мскАпт 762; Область Московская р-н Красногорский, г Красногорск, рп Нахабино, ул Институтская, д.25","ООО ""Ригла-МО"" мскАпт 762",5008036897,-,Нет в CRM,"Область Московская р-н Красногорский, г Красногорск, рп Нахабино, ул Институтская, д.25",АС РИГЛА,Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,578545,"578545; 5008036897; ООО ""Ригла-МО"" мскАпт 759; Область Московская, г. о. Черноголовка, г. Черноголовка, Институтский пр-кт, д. 5-г","ООО ""Ригла-МО"" мскАпт 759",5008036897,-,Нет в CRM,"Область Московская, г. о. Черноголовка, г. Черноголовка, Институтский пр-кт, д. 5-г",АС РИГЛА,Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,578546,"578546; 5008036897; ООО ""Ригла-МО"" мскАпт 763; Область Московская, г.о. Котельники, г. Котельники, ул. Строителей, д. 5, пом. 24","ООО ""Ригла-МО"" мскАпт 763",5008036897,-,Нет в CRM,"Область Московская, г.о. Котельники, г. Котельники, ул. Строителей, д. 5, пом. 24",АС РИГЛА,Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,578606,"578606; 3102202594; ООО ""Артэс плюс"" (г. Белгород, ул. Щорса, д. 22 (нежилое помещение №1); Область Белгородская, г Белгород, ул Щорса, д.22 (нежилое помещение №1)","ООО ""Артэс плюс"" (г. Белгород, ул. Щорса, д. 22 (нежилое помещение №1)",3102202594,-,Нет в CRM,"Область Белгородская, г Белгород, ул Щорса, д.22 (нежилое помещение №1)",АС ИП Гриненко Е.Н. (Артэс),Ефремов Игорь,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,578626,"578626; 231708797005; ИП Оксузян Р.М. (Сочи,  Адлерский район, ул. Ленина, 76); Сочи Адлерский р-н ул.Ленина 76","ИП Оксузян Р.М. (Сочи,  Адлерский район, ул. Ленина, 76)",231708797005,Краснодарский край,Нет в CRM,Сочи Адлерский р-н ул.Ленина 76,Нет в CRM,Нет в CRM,ИП Оксузян Р.М.,Петрова Юлия,Юг России,Юг России
Здравсервис,578665,"578665; 3257077579; ООО ""СЕРДЦЕ БРЯНСКА"" -130 (ул.Дуки д.42а); г.Брянск ул.Дуки д.42а","ООО ""СЕРДЦЕ БРЯНСКА"" -130 (ул.Дуки д.42а)",3257077579,-,Нет в CRM,г.Брянск ул.Дуки д.42а,АС Сердце России,Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,578706,"578706; 3123221541; ООО ""ФармаЛек"" (г. Старый Оскол, мкр. Молодогвардеец, дом 6); Область Белгородская, г Старый Оскол, мкр. Молодагвардеец, дом 6","ООО ""ФармаЛек"" (г. Старый Оскол, мкр. Молодогвардеец, дом 6)",3123221541,Белгородская обл.,Нет в CRM,"Область Белгородская, г Старый Оскол, мкр. Молодагвардеец, дом 6",АС Фармалек,Ефремов Игорь,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,578708,"578708; 7726707307; ООО ""ЭРДЖИ Компани"" (ул. Золоторожский Вал, д. 42); г. Москва, ул. Золоторожский Вал, д. 42","ООО ""ЭРДЖИ Компани"" (ул. Золоторожский Вал, д. 42)",7726707307,-,Нет в CRM,"г. Москва, ул. Золоторожский Вал, д. 42","АС Аптека ""Ваша №1"" г. Москва (Авеста)",Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,578725,"578725; 7708382293; ООО ""Весна""  г. Москва (ул. Россошанская, д. 3); 117535, г. Москва, ул. Россошанская, д. 3, корп. 1А, стр. 2","ООО ""Весна""  г. Москва (ул. Россошанская, д. 3)",7708382293,-,Нет в CRM,"117535, г. Москва, ул. Россошанская, д. 3, корп. 1А, стр. 2",Нет в CRM,Нет в CRM,ООО Весна,Перякова Мария,Москва,Нет
Здравсервис,578786,"578786; 5902058784; ООО ""Планета Здоровья Холдинг"" (город Москва, ул. Новокузнецкая,  д. 1, стр. 3); Город Москва, ул Новокузнецкая, д.1, стр. 3","ООО ""Планета Здоровья Холдинг"" (город Москва, ул. Новокузнецкая,  д. 1, стр. 3)",5902058784,МОСКВА,Нет в CRM,"Город Москва, ул Новокузнецкая, д.1, стр. 3",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,578792,"578792; 2310219170; ООО ""Марсель Фарма"" (№141 (Краснодар, ул. Сормовская, 12/7); Краснодар, ул. Сормовская, 12/7","ООО ""Марсель Фарма"" (№141 (Краснодар, ул. Сормовская, 12/7)",2310219170,Краснодарский край,Нет в CRM,"Краснодар, ул. Сормовская, 12/7",СА Лаки Фарма АС Притяжение ООО,Пономаренко Светлана,Нет в CRM,Нет в CRM,Нет в CRM,Юг России
Здравсервис,578807,"578807; 5902058784; ООО ""Планета Здоровья Холдинг"" (Зеленоград, корпус, 2027); Москва, Зеленоград, корпус, 2027","ООО ""Планета Здоровья Холдинг"" (Зеленоград, корпус, 2027)",5902058784,-,Нет в CRM,"Москва, Зеленоград, корпус, 2027",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,578829,"578829; 3123476557; ООО ""ФАРМАДОМ"" (ул. Семашко, 32); Область Белгородская, г Белгород, ул Семашко, д.32","ООО ""ФАРМАДОМ"" (ул. Семашко, 32)",3123476557,Белгородская обл.,Нет в CRM,"Область Белгородская, г Белгород, ул Семашко, д.32",АС Фармадом,Ефремов Игорь,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,578907,"578907; 5902058784; ООО ""Планета Здоровья Холдинг"" (г. Московский, ул. Бианки, д. 9); Москва, г. Московский, ул. Бианки, д. 9","ООО ""Планета Здоровья Холдинг"" (г. Московский, ул. Бианки, д. 9)",5902058784,-,Нет в CRM,"Москва, г. Московский, ул. Бианки, д. 9",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,578908,"578908; 5902058784; ООО ""Планета Здоровья Холдинг"" (ул. Производственная, д. 8, корп. 2); г. Москва, ул. Производственная, д. 8, корп. 2","ООО ""Планета Здоровья Холдинг"" (ул. Производственная, д. 8, корп. 2)",5902058784,МОСКВА,Нет в CRM,"г. Москва, ул. Производственная, д. 8, корп. 2",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,578946,"578946; 3662283966; ООО ""ФилФарм"" (г. Воронеж, ул. Минская, д. 3); Область Воронежская, г Воронеж, ул Минская, д.3, пом. I, нежилое помещение, этаж 1","ООО ""ФилФарм"" (г. Воронеж, ул. Минская, д. 3)",3662283966,-,Нет в CRM,"Область Воронежская, г Воронеж, ул Минская, д.3, пом. I, нежилое помещение, этаж 1",АС Фармия,Ефремов Игорь,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,578950,"578950; 2310219170; ООО ""Марсель Фарма"" (№149 (Новороссийск, ул. Бирюзова, д. 2); Новороссийск, ул. Бирюзова, д. 2","ООО ""Марсель Фарма"" (№149 (Новороссийск, ул. Бирюзова, д. 2)",2310219170,Краснодарский край,Нет в CRM,"Новороссийск, ул. Бирюзова, д. 2",СА Лаки Фарма АС Притяжение ООО,Пономаренко Светлана,Нет в CRM,Нет в CRM,Нет в CRM,Юг России
Здравсервис,578953,"578953; 3328411688; ООО ""РИКС"" 526-40 (Победа с,Молодежная ул,д.1а); Калужская обл,Победа с,Молодежная ул,д.1а","ООО ""РИКС"" 526-40 (Победа с,Молодежная ул,д.1а)",3328411688,Калужская обл.,Нет в CRM,"Калужская обл,Победа с,Молодежная ул,д.1а",Алоэ  (АСНА),Парфенова Татьяна,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,578965,"578965; 7709068298; ООО ""Аптечная сеть Оз"" мскАпт 1503; Город Москва, ул Генерала Белова, д.19, к. 4","ООО ""Аптечная сеть Оз"" мскАпт 1503",7709068298,-,Нет в CRM,"Город Москва, ул Генерала Белова, д.19, к. 4",АС РИГЛА,Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,578967,"578967; 9725038382; ООО ""Фармстратегия"" (Новое Павлино, Косинское шоссе, д. 5/7); 143988, Московская область, г.о. Балашиха, г. Балашиха, микрорайон Новое Павлино, Косинское шоссе, д. 5/7, пом. 496","ООО ""Фармстратегия"" (Новое Павлино, Косинское шоссе, д. 5/7)",9725038382,МОСКВА,Нет в CRM,"143988, Московская область, г.о. Балашиха, г. Балашиха, микрорайон Новое Павлино, Косинское шоссе, д. 5/7, пом. 496","ООО ""Фармстратегия"" Москва",Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,578968,"578968; 9725038382; ООО ""Фармстратегия"" (Кузнечики, ул. Генерала Варенникова, д. 4); 142117, Московская область, г.о. Подольск, г. Подольск, микрорайон Кузнечики, ул. Генерала Варенникова, д. 4, помещ. 12","ООО ""Фармстратегия"" (Кузнечики, ул. Генерала Варенникова, д. 4)",9725038382,-,Нет в CRM,"142117, Московская область, г.о. Подольск, г. Подольск, микрорайон Кузнечики, ул. Генерала Варенникова, д. 4, помещ. 12","ООО ""Фармстратегия"" Москва",Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,578973,"578973; 5902058784; ООО ""Планета Здоровья Холдинг"" (г. Москва, ул. Ясеневая, д. 12); Город Москва, ул Ясеневая, д.12,к.1","ООО ""Планета Здоровья Холдинг"" (г. Москва, ул. Ясеневая, д. 12)",5902058784,МОСКВА,Нет в CRM,"Город Москва, ул Ясеневая, д.12,к.1",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,578980,"578980; 5008036897; ООО ""Ригла-МО"" мскАпт 760; РФ, Московская область, г.о. Королев, г. Королев, проспект Королева, д. 18/6, пом. XXI (аптечный пункт)","ООО ""Ригла-МО"" мскАпт 760",5008036897,-,Нет в CRM,"РФ, Московская область, г.о. Королев, г. Королев, проспект Королева, д. 18/6, пом. XXI (аптечный пункт)",АС РИГЛА,Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,578989,"578989; 2310219170; ООО ""Марсель Фарма"" (№160 (Краснодар, ул. Зиповская, д. 31); Краснодар, ул. Зиповская, д. 31","ООО ""Марсель Фарма"" (№160 (Краснодар, ул. Зиповская, д. 31)",2310219170,Краснодарский край,Нет в CRM,"Краснодар, ул. Зиповская, д. 31",СА Лаки Фарма АС Притяжение ООО,Пономаренко Светлана,Нет в CRM,Нет в CRM,Нет в CRM,Юг России
Здравсервис,579148,"579148; 4029049486; ООО ""ПродвижениеФарм"" (г. Калуга, ул. Маяковского, д. 64); Область Калужская, г Калуга, ул Маяковского, д.64","ООО ""ПродвижениеФарм"" (г. Калуга, ул. Маяковского, д. 64)",4029049486,-,Нет в CRM,"Область Калужская, г Калуга, ул Маяковского, д.64",Максавит,Королевская Оксана,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,579149,"579149; 4029049486; ООО ""ПродвижениеФарм"" (г. Калуга, ул. Степана Разина, д. 6); Область Калужская, г Калуга, ул Степана Разина, д.6","ООО ""ПродвижениеФарм"" (г. Калуга, ул. Степана Разина, д. 6)",4029049486,Калужская обл.,Нет в CRM,"Область Калужская, г Калуга, ул Степана Разина, д.6",Максавит,Королевская Оксана,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,579208,"579208; 5043071284; ООО ""Здрав-Маркет""; Область Московская р-н Чеховский, г.о. Чехов, с Шарапово, ул Южная, д.96","ООО ""Здрав-Маркет""",5043071284,-,Нет в CRM,"Область Московская р-н Чеховский, г.о. Чехов, с Шарапово, ул Южная, д.96",Нет в CRM,Нет в CRM,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,579254,"579254; 3123397390; ООО ""ЭЛЕКТРА"" (Маслова Пристань, ул. 1 Мая, д. 6а); 309276, Белгородская область, Шебекинский район, Маслова Пристань, ул. 1 Мая, д. 6а (часть нежилого здания №26) (Аптечный пункт)","ООО ""ЭЛЕКТРА"" (Маслова Пристань, ул. 1 Мая, д. 6а)",3123397390,-,Нет в CRM,"309276, Белгородская область, Шебекинский район, Маслова Пристань, ул. 1 Мая, д. 6а (часть нежилого здания №26) (Аптечный пункт)",Нет в CRM,Нет в CRM,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,579255,"579255; 3123397390; ООО ""ЭЛЕКТРА"" (г. Шебекино, ул. Белгородская, д. 2); 309294, Белгородская область, г. Шебекино, ул. Белгородская, д. 2 (часть нежилого здания №13) (Аптечный пункт)","ООО ""ЭЛЕКТРА"" (г. Шебекино, ул. Белгородская, д. 2)",3123397390,Белгородская обл.,Нет в CRM,"309294, Белгородская область, г. Шебекино, ул. Белгородская, д. 2 (часть нежилого здания №13) (Аптечный пункт)",Нет в CRM,Нет в CRM,Нет в CRM,Нет в CRM,Нет в CRM,Центр
Здравсервис,579284,"579284; 7743312517; ООО ""Биоритм"" (микрорайон Богородский, д. 5); 141107, Московская область, г.о. Щёлково, г. Щёлково, микрорайон Богородский, д. 5, кв. 2 (Аптечный пункт)","ООО ""Биоритм"" (микрорайон Богородский, д. 5)",7743312517,-,Нет в CRM,"141107, Московская область, г.о. Щёлково, г. Щёлково, микрорайон Богородский, д. 5, кв. 2 (Аптечный пункт)",АС МОСКВА - ФармаТ  (АСНА),Павлов Павел,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,579308,"579308; 5903090212; ООО ""Азон"" г. Москва (Истра, 9 Гвардейской Дивизии, 52); Область Московская р-н Истринский, г Истра, ул 9 Гвардейской Дивизии, д.52, пом. I","ООО ""Азон"" г. Москва (Истра, 9 Гвардейской Дивизии, 52)",5903090212,-,Нет в CRM,"Область Московская р-н Истринский, г Истра, ул 9 Гвардейской Дивизии, д.52, пом. I",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,579309,"579309; 5906126795; ООО ""МЕРИДИАН"" г. Москва (г. Дзержинский, ул. Лесная, д. 18); Область Московская, Дзержинский г.о., г Дзержинский, ул Лесная, д.18","ООО ""МЕРИДИАН"" г. Москва (г. Дзержинский, ул. Лесная, д. 18)",5906126795,-,Нет в CRM,"Область Московская, Дзержинский г.о., г Дзержинский, ул Лесная, д.18",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,579311,"579311; 5903072982; ООО ""Альфа"" г. Москва (п. Литвиново, 14); Москва. обл., г.о. Щёлково п. Литвиново, 14, пом. 17","ООО ""Альфа"" г. Москва (п. Литвиново, 14)",5903072982,-,Нет в CRM,"Москва. обл., г.о. Щёлково п. Литвиново, 14, пом. 17",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,579324,"579324; 5902058784; ООО ""Планета Здоровья Холдинг"" (г. Красногорск, Подмосковный б-р., 5); Москов. обл., Красногорск, Подмосковный б-р., 5, пом. Xlll","ООО ""Планета Здоровья Холдинг"" (г. Красногорск, Подмосковный б-р., 5)",5902058784,Московская обл.,Нет в CRM,"Москов. обл., Красногорск, Подмосковный б-р., 5, пом. Xlll",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,579368,"579368; 5904280093; ООО ""Восток"" г. Москва (ул. Народного Ополчения, 22к1); Город Москва, ул Народного Ополчения, д.22к1","ООО ""Восток"" г. Москва (ул. Народного Ополчения, 22к1)",5904280093,-,Нет в CRM,"Город Москва, ул Народного Ополчения, д.22к1",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,579369,"579369; 5902058784; ООО ""Планета Здоровья Холдинг"" (пос. Сосенское, пр-кт Магеллана, д. 2); Город Москва, пос. Сосенское, пр-кт Магеллана, д. 2, пом. 36Н","ООО ""Планета Здоровья Холдинг"" (пос. Сосенское, пр-кт Магеллана, д. 2)",5902058784,-,Нет в CRM,"Город Москва, пос. Сосенское, пр-кт Магеллана, д. 2, пом. 36Н",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,579426,"579426; 5907998615; ООО ""ЗДОРОВЬЕ"" г. Москва (г. Балашиха, ул. Пролетарская, д. 2,  к2); Область Московская, г Балашиха, ул Пролетарская, д.2, к2","ООО ""ЗДОРОВЬЕ"" г. Москва (г. Балашиха, ул. Пролетарская, д. 2,  к2)",5907998615,-,Нет в CRM,"Область Московская, г Балашиха, ул Пролетарская, д.2, к2",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,579427,"579427; 5906086888; ООО ""Лето""  г. Москва (Мисайлово, Литературный б-р, 6); Московская обл, Мисайлово, Литературный б-р, 6","ООО ""Лето""  г. Москва (Мисайлово, Литературный б-р, 6)",5906086888,-,Нет в CRM,"Московская обл, Мисайлово, Литературный б-р, 6",Опека (Планета Здоровья),Ганченко Алена,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,579493,"579493; 9724025126; ООО ""АПТЕКИ ВЕК ЖИВИ"" (ул. Мусы Джалиля, д. 36, корп. 3); Город Москва, р-н Зябликово, ул Мусы Джалиля, д.36, корп. 3","ООО ""АПТЕКИ ВЕК ЖИВИ"" (ул. Мусы Джалиля, д. 36, корп. 3)",9724025126,МОСКВА,Нет в CRM,"Город Москва, р-н Зябликово, ул Мусы Джалиля, д.36, корп. 3",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,579494,"579494; 9724025126; ООО ""АПТЕКИ ВЕК ЖИВИ"" (ул. Бориса Пастернака, д. 21); Город Москва, пос. Внуковское, ул Бориса Пастернака, д. 21","ООО ""АПТЕКИ ВЕК ЖИВИ"" (ул. Бориса Пастернака, д. 21)",9724025126,МОСКВА,Нет в CRM,"Город Москва, пос. Внуковское, ул Бориса Пастернака, д. 21",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,579495,"579495; 9724025126; ООО ""АПТЕКИ ВЕК ЖИВИ"" (ул. Удальцова, 31А); Город Москва, ул Удальцова, д.31А","ООО ""АПТЕКИ ВЕК ЖИВИ"" (ул. Удальцова, 31А)",9724025126,МОСКВА,Нет в CRM,"Город Москва, ул Удальцова, д.31А",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,579496,"579496; 9724025126; ООО ""АПТЕКИ ВЕК ЖИВИ"" (Филевский бульвар, д. 12, стр. 2); Город Москва, б-р Филевский, д.12, стр. 2","ООО ""АПТЕКИ ВЕК ЖИВИ"" (Филевский бульвар, д. 12, стр. 2)",9724025126,МОСКВА,Нет в CRM,"Город Москва, б-р Филевский, д.12, стр. 2",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,579497,"579497; 9724025126; ООО ""АПТЕКИ ВЕК ЖИВИ"" (ул. Ярцевская, 25); Город Москва, ул Ярцевская, д.25","ООО ""АПТЕКИ ВЕК ЖИВИ"" (ул. Ярцевская, 25)",9724025126,МОСКВА,Нет в CRM,"Город Москва, ул Ярцевская, д.25",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,579498,"579498; 9724025126; ООО ""АПТЕКИ ВЕК ЖИВИ"" (Нагатинская, 1, стр. 4); Город Москва, ул Нагатинская, д.1, стр. 4","ООО ""АПТЕКИ ВЕК ЖИВИ"" (Нагатинская, 1, стр. 4)",9724025126,МОСКВА,Нет в CRM,"Город Москва, ул Нагатинская, д.1, стр. 4",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,579499,"579499; 9724025126; ООО ""АПТЕКИ ВЕК ЖИВИ"" (ул. Люсиновская, д. 2. с1); Город Москва, ул Люсиновская, д.2.с1","ООО ""АПТЕКИ ВЕК ЖИВИ"" (ул. Люсиновская, д. 2. с1)",9724025126,МОСКВА,Нет в CRM,"Город Москва, ул Люсиновская, д.2.с1",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,579500,"579500; 9724025126; ООО ""АПТЕКИ ВЕК ЖИВИ"" (ул. Новокузнецкая, д. 13, стр. 1); Город Москва, ул Новокузнецкая, д.13, стр. 1","ООО ""АПТЕКИ ВЕК ЖИВИ"" (ул. Новокузнецкая, д. 13, стр. 1)",9724025126,МОСКВА,Нет в CRM,"Город Москва, ул Новокузнецкая, д.13, стр. 1",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,579501,"579501; 9724025126; ООО ""АПТЕКИ ВЕК ЖИВИ"" (Коровинское шоссе, д. 23, корп. 1); Город Москва, ш Коровинское, д.23, корп. 1","ООО ""АПТЕКИ ВЕК ЖИВИ"" (Коровинское шоссе, д. 23, корп. 1)",9724025126,МОСКВА,Нет в CRM,"Город Москва, ш Коровинское, д.23, корп. 1",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,579502,"579502; 9724025126; ООО ""АПТЕКИ ВЕК ЖИВИ"" (ул. Ивантеевская, д. 25А.1); Город Москва, ул Ивантеевская, д.25А.1","ООО ""АПТЕКИ ВЕК ЖИВИ"" (ул. Ивантеевская, д. 25А.1)",9724025126,МОСКВА,Нет в CRM,"Город Москва, ул Ивантеевская, д.25А.1",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Москва
Здравсервис,579504,"579504; 7715427682; ООО ""БРИНФАРМ М"" (ул. Рождественская, д.11); Московская область, г. Мытищи, ул. Рождественская, д.11","ООО ""БРИНФАРМ М"" (ул. Рождественская, д.11)",7715427682,-,Нет в CRM,"Московская область, г. Мытищи, ул. Рождественская, д.11",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Нет
Здравсервис,579505,"579505; 7715427682; ООО ""БРИНФАРМ М"" (ул. Юбилейная, д. 30, пом. VI); Московская область, г. Мытищи, ул. Юбилейная, д. 30, пом. VI","ООО ""БРИНФАРМ М"" (ул. Юбилейная, д. 30, пом. VI)",7715427682,Московская обл.,Нет в CRM,"Московская область, г. Мытищи, ул. Юбилейная, д. 30, пом. VI",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,579506,"579506; 7715427682; ООО ""БРИНФАРМ М"" (ул. Центральная, 71); Московская область, г. Щелково, ул. Центральная, 71","ООО ""БРИНФАРМ М"" (ул. Центральная, 71)",7715427682,Московская обл.,Нет в CRM,"Московская область, г. Щелково, ул. Центральная, 71",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,579507,"579507; 7715427682; ООО ""БРИНФАРМ М"" (ул. Радиоцентра, №5, д.9А, пом 6); Московская область, Щелковский р-он, г. Щелково, ул. Радиоцентра, №5, д.9А, пом 6","ООО ""БРИНФАРМ М"" (ул. Радиоцентра, №5, д.9А, пом 6)",7715427682,Московская обл.,Нет в CRM,"Московская область, Щелковский р-он, г. Щелково, ул. Радиоцентра, №5, д.9А, пом 6",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
Здравсервис,579508,"579508; 7715427682; ООО ""БРИНФАРМ М"" (Можайское шоссе, д.71); Московская область, г. Одинцово, Можайское шоссе, д.71","ООО ""БРИНФАРМ М"" (Можайское шоссе, д.71)",7715427682,Московская обл.,Нет в CRM,"Московская область, г. Одинцово, Можайское шоссе, д.71",АС Век Живи  (АСНА),Коробова Александра,Нет в CRM,Нет в CRM,Нет в CRM,Московская область
